"scenario"	"file_path"	"2"	"5"	"10"	"15"	"20"	"30"	"40"	"0"	"2"	"4"	"6"	"8"	"10"	"12"	"14"	"internal_loops"	"all_loops"	"dens_undirected"	"dens_directed"	"reciproc"	"transitivity_und"	"transitivity_dir"
"20"	"UNIFORM"	"Output UNIFORM 9 02_03_2021 10_11.txt"	28.6763738767301	160.521813190667	499.664856737316	1008.02948082933	1656.37910464531	3385.90136086755	5302.86605360969	1.39355102429769	0.949087749536522	0.925015718797476	1.01419038928579	1.03326805180159	0.887126901915075	0.831670012979723	1.03374834626232	0.128787878787879	132	0.818181818181818	0.618181818181818	0.676470588235294	0.828828828828829	0.828828828828829
"21"	"FIXED"	"Output FIXED 0 02_03_2021 10_11.txt"	22.7828590453284	122.489759032583	423.753679850132	911.094868569116	1601.95198376972	3318.13124510644	5299.9714524976	1.90941877672877	0.937342477194849	0.998466925690289	1.13221403176056	1.06044001681375	0.99683371537357	0.94168744846813	0.838067851649284	0.126126126126126	111	0.872727272727273	0.627272727272727	0.608695652173913	0.86968085106383	0.86968085106383
"22"	"FIXED"	"Output FIXED 1 02_03_2021 10_11.txt"	21.2905006328867	119.464231599796	426.783627859674	903.654005720116	1553.10162009031	3192.27075779239	5146.67461162569	0.670996353615559	0.788184289364892	0.929314586198519	0.863757124862931	0.927063316736644	1.00075716311079	0.960456929887158	1.06083703398369	0.123076923076923	130	0.818181818181818	0.609090909090909	0.656716417910448	0.822289156626506	0.822289156626506
"23"	"FIXED"	"Output FIXED 2 02_03_2021 10_11.txt"	19.8723991101472	114.230349660266	408.683267933498	871.35293824006	1527.25931904749	3285.41393920546	5294.3231694181	0.913696105798482	0.879962212974481	0.914828951122263	1.28552157772861	0.957555620141458	1.034565780878	0.940332640529219	1.01615553838822	0.159090909090909	132	0.909090909090909	0.663636363636364	0.63013698630137	0.904411764705882	0.904411764705882
"24"	"FIXED"	"Output FIXED 3 02_03_2021 10_11.txt"	37.6787499956114	167.59282370892	486.096406106812	1023.44978427895	1755.8199520892	3457.61721613519	5165.54267782199	1.04091614661516	0.953788583828365	0.979629859374115	1.01242655678385	0.917538494073374	0.911542610272151	0.87263304486243	0.855405411335862	0.148148148148148	135	0.854545454545454	0.636363636363636	0.657142857142857	0.861878453038674	0.861878453038674
"25"	"FIXED"	"Output FIXED 4 02_03_2021 10_12.txt"	24.5684265366402	131.105635103636	430.810927902303	898.116424883907	1560.92127178302	3251.37268431813	5323.47882552469	0.781605399450172	0.960735511835634	1.01593566166449	0.881305758179274	0.967123446899971	0.868246687610275	0.970170819033456	0.943913231640981	0.206106870229008	131	0.781818181818182	0.590909090909091	0.676923076923077	0.803921568627451	0.803921568627451
"26"	"FIXED"	"Output FIXED 5 02_03_2021 10_12.txt"	17.1069286693452	101.133585221443	381.275652493168	829.934522811046	1456.16460468454	3152.12531829641	5330.98055178623	0.852854885856982	1.03845173507321	1.0780537359225	1.15045190277544	1.04205783330814	0.950067636701646	0.987091482505716	0.906098332039113	0.145833333333333	144	0.909090909090909	0.7	0.701298701298701	0.904411764705882	0.904411764705882
"27"	"FIXED"	"Output FIXED 6 02_03_2021 10_12.txt"	21.3750984138373	120.532838276376	423.997676198049	900.929663108315	1592.14326817321	3349.55729071195	5311.60928752508	1.75453237811676	1.00626987895252	1.0773354061521	0.870845163623352	0.94280736874102	0.997519614506991	0.875329758129	0.993479750541948	0.0930232558139535	129	0.8	0.627272727272727	0.72463768115942	0.818181818181818	0.818181818181818
"28"	"FIXED"	"Output FIXED 7 02_03_2021 10_12.txt"	19.0211199780646	108.274192798358	402.816932235864	878.819418351344	1528.21805597742	3232.53523186933	5309.83955864786	1.91265095580797	1.15639760943964	1.15692179502873	0.908805117690942	0.927216107023802	0.905212160635202	0.98884646965568	0.932673258414403	0.12396694214876	121	0.836363636363636	0.581818181818182	0.5625	0.826086956521739	0.826086956521739
"29"	"FIXED"	"Output FIXED 8 02_03_2021 10_12.txt"	19.2558808409016	96.4818385894429	367.898653822439	802.697493331499	1389.92653744717	2980.3479132455	5082.02568277801	0.625341963093868	0.896056851700893	1.02563808607582	1.17187154902859	0.854857613036617	0.891444325565461	0.90634560499323	0.797868403349765	0.871287128712871	101	0.181818181818182	0.109090909090909	0.333333333333333	0.3	0.3
"30"	"FIXED"	"Output FIXED 9 02_03_2021 10_12.txt"	21.4754587016157	125.752487259347	450.877675074718	933.915736081421	1614.21854044025	3425.9602730896	5374.54957345836	1.09604479007696	1.18745138820506	1.01528250997545	0.888717969474989	0.992180689226031	0.980622593355206	0.883578891613649	1.14391265512082	0.217054263565892	129	0.836363636363636	0.609090909090909	0.626865671641791	0.853448275862069	0.853448275862069
"31"	"FLEXIBLE"	"Output FLEXIBLE 0 02_03_2021 10_12.txt"	19.3198630505194	110.278032339179	405.465866642932	870.770067985437	1534.0064455382	3249.17949391613	5268.11749832732	1.65887544763848	0.924411000191237	0.951547355567739	0.99948143617464	0.856575859120366	0.870438679788761	1.12312418520364	0.915433620178955	0.208	125	0.890909090909091	0.645454545454545	0.619718309859155	0.887755102040816	0.887755102040816
"32"	"FLEXIBLE"	"Output FLEXIBLE 1 02_03_2021 10_12.txt"	19.9468529427438	112.585217284079	404.461450148573	863.373335141612	1488.71786881814	3186.32818497975	5292.84726012677	1.50494064581775	0.864592239280891	0.919238206855157	1.06853974341834	0.795176466595775	0.965316307664895	0.943603138853189	0.897563371841534	0.395973154362416	149	0.763636363636364	0.536363636363636	0.576271186440678	0.76551724137931	0.76551724137931
"33"	"FLEXIBLE"	"Output FLEXIBLE 2 02_03_2021 10_13.txt"	31.9615146006775	154.967974225652	487.92879092153	988.342907552356	1677.14617446013	3396.27236386839	5206.41778667144	1.14539866297921	1.05695798896808	0.940518089715791	0.839983848501457	0.900278096631887	0.904502746956079	0.987751743348778	0.806651491262568	0.11965811965812	117	0.781818181818182	0.590909090909091	0.676923076923077	0.818181818181818	0.818181818181818
"34"	"FLEXIBLE"	"Output FLEXIBLE 3 02_03_2021 10_13.txt"	30.668926833809	143.639501372525	449.922678709405	954.052635976416	1633.99318410991	3355.50557515963	5158.9145388164	0.683832298911514	0.899188305697796	0.915059186066055	0.936799815026984	0.934924587192879	0.98558498022113	0.941837635455533	1.1947457719628	0.17037037037037	135	0.818181818181818	0.627272727272727	0.695652173913043	0.81570996978852	0.81570996978852
"35"	"FLEXIBLE"	"Output FLEXIBLE 4 02_03_2021 10_13.txt"	14.9475306205295	92.0941721243234	359.257969962188	794.447225101349	1398.70374131071	3049.5005095738	5234.97411395388	0.871586293194786	0.878761801318492	0.886512244749857	0.946537518305346	1.00525870103524	0.996620138164255	0.916349867613038	1.03621175758811	0.614754098360656	122	0.472727272727273	0.290909090909091	0.375	0.459459459459459	0.459459459459459
"36"	"FLEXIBLE"	"Output FLEXIBLE 5 02_03_2021 10_13.txt"	19.1056921481459	114.420615784564	411.919227759608	875.517419661948	1507.53122982464	3104.40609081374	5216.360127946	0.545098812278647	0.799951020931292	1.02958607339366	0.97124959154711	1.06521802742919	0.887550999948075	0.990543266929175	0.877548255843852	0.521739130434783	115	0.672727272727273	0.381818181818182	0.238095238095238	0.676991150442478	0.676991150442478
"37"	"FLEXIBLE"	"Output FLEXIBLE 6 02_03_2021 10_13.txt"	20.4689361308969	113.072585168877	409.163158133378	873.472917712604	1527.67073714321	3237.41931897396	5388.85182537007	1.53347142132555	1.16468150020899	0.968913853779171	0.945426703158347	0.955185115359607	0.986146866148242	0.958205891576847	0.922052519684192	0.121951219512195	123	0.781818181818182	0.554545454545455	0.590163934426229	0.799342105263158	0.799342105263158
"38"	"FLEXIBLE"	"Output FLEXIBLE 7 02_03_2021 10_13.txt"	25.3807404472733	130.769724468042	428.658130277594	900.019994559418	1571.98110603756	3308.79703526551	5226.51538011089	0.970366362334919	0.840822790061334	1.05307013931903	0.927941725707609	1.11576813462361	0.934169319949252	0.93528967164179	0.8377154600197	0.16551724137931	145	0.890909090909091	0.7	0.727272727272727	0.893129770992366	0.893129770992366
"39"	"FLEXIBLE"	"Output FLEXIBLE 8 02_03_2021 10_13.txt"	17.2418594134586	102.80203711302	386.423642727711	842.608048011395	1470.91204976245	3164.74889214218	5257.0302662655	0.554698936622235	1.25349971077307	0.818707736116513	0.872161799538299	1.07705483880285	0.905552498222557	0.906556675818487	0.916216860649432	0.185840707964602	113	0.836363636363636	0.6	0.606060606060606	0.802941176470588	0.802941176470588
"40"	"FLEXIBLE"	"Output FLEXIBLE 9 02_03_2021 10_13.txt"	47.4524328489045	193.509415848004	554.194459707322	1067.23605264988	1797.31167456628	3619.09332005675	5081.95627097488	1.05728233405394	0.946272554317931	0.942757805163344	0.90693082547763	0.97849075717025	1.06209311823806	0.970892037449912	1.03791291968131	0.2109375	128	0.745454545454545	0.554545454545455	0.655737704918033	0.771428571428571	0.771428571428571
